text,font_size,is_bold,is_italic,relative_font_size,x_position_normalized,is_centered,space_below,text_length,is_all_caps,starts_with_numbering,line_height,span_count,label
"Executives of AMPLO, ARUPLO, ASPLO and CELPLO to name",9.960000038146973,1,1,1.0,0.211,0,0.0,53,0,0,686.3885498046875,1,Body
),9.960000038146973,0,0,1.0,0.652,0,0.0,1,0,0,686.3885498046875,1,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
March 2003,7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
11,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
11,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
11,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
11,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
3.5 Ontario Library Association representative (ex-officio)  (,9.960000038146973,0,0,1.0,0.157,0,0.0,62,0,1,81.14959716796875,1,Body
OLA to appoint one representative,9.960000038146973,1,1,1.0,0.558,0,0.0,33,0,0,81.149658203125,1,Body
),9.960000038146973,0,0,1.0,0.793,0,0.0,1,0,0,81.149658203125,1,Body
- Role of the OLA ex-officio member: To act as a liaison between the steering committee and,9.960000038146973,0,0,1.0,0.206,0,0.0,91,0,0,92.79290771484375,1,Body
"the OLA Board, and to assist the chair with the administrative responsibilities connected with",9.960000038146973,0,0,1.0,0.206,0,0.0,94,0,0,104.316650390625,1,Body
"the preparation of the business plan, finance, and communications.",9.960000038146973,0,0,1.0,0.206,0,0.0,66,0,0,115.7208251953125,1,Body
"3.6 It is anticipated that as planning for the ODL evolves, the Steering Committee may, at its",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,138.75830078125,1,Body
"discretion, call on invited experts to advise on issues as required.",9.960000038146973,0,0,1.0,0.157,0,0.0,68,0,0,150.28204345703125,1,Body
4. Appointment Criteria and Process,9.960000038146973,1,0,1.0,0.147,0,0.0,35,0,1,173.20001220703125,1,H3
4.1,9.960000038146973,0,0,1.0,0.157,0,0.0,3,0,1,196.84503173828125,1,Body
Groups and organizations named in Section 3 above are responsible for appointing up to two,9.960000038146973,0,0,1.0,0.206,0,0.0,90,0,0,196.84503173828125,1,Body
representatives to the Steering Committee.,9.960000038146973,0,0,1.0,0.215,0,0.0,42,0,0,208.8468017578125,1,Body
4.2,9.960000038146973,0,0,1.0,0.157,0,0.0,3,0,1,232.85040283203125,1,Body
Desired characteristics for steering committee appointees include:,9.960000038146973,0,0,1.0,0.206,0,0.0,66,0,0,232.85040283203125,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,256.9735107421875,1,Body
Strategic thinkers;,9.960000038146973,0,0,1.0,0.206,0,0.0,19,0,0,256.9735107421875,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,269.21435546875,1,Body
Committed to the concept of multi-sector partnerships;,9.960000038146973,0,0,1.0,0.206,0,0.0,54,0,0,269.21435546875,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,281.3356628417969,1,Body
Knowledgeable about digital libraries and resources;,9.960000038146973,0,0,1.0,0.206,0,0.0,52,0,0,281.3356628417969,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,293.5765075683594,1,Body
Knowledgeable about government structures;,9.960000038146973,0,0,1.0,0.206,0,0.0,42,0,0,293.5765075683594,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,305.69781494140625,1,Body
Respected by their communities; influential;,9.960000038146973,0,0,1.0,0.206,0,0.0,44,0,0,305.69781494140625,1,Body
•,9.960000038146973,0,0,1.0,0.177,0,0.0,1,0,0,317.8191223144531,1,Body
Able to take a consultative approach;,9.960000038146973,0,0,1.0,0.206,0,0.0,37,0,0,317.8191223144531,1,Body
•,12.0,0,0,1.2,0.177,0,0.0,1,0,0,332.0400085449219,1,Body
Able to devote time to Steering Committee business: approximately one day per month for,9.960000038146973,0,0,1.0,0.206,0,0.0,87,0,0,332.0400085449219,1,Body
meetings plus 2-3 working days per month on related activities,9.960000038146973,0,0,1.0,0.206,0,0.0,62,0,0,345.23699951171875,1,Body
.,12.0,0,0,1.2,0.632,0,0.0,1,0,0,345.239990234375,1,Body
5. Term,9.960000038146973,1,0,1.0,0.147,0,0.0,7,0,1,368.63970947265625,1,H3
Expected term on the Steering Committee is the time required to complete development of the,9.960000038146973,0,0,1.0,0.157,0,0.0,91,0,0,391.7967224121094,1,Body
business plan plus two months. This process is expected to take approximately 6 months.,9.960000038146973,0,0,1.0,0.157,0,0.0,87,0,0,403.200927734375,1,Body
6. Chair,9.960000038146973,1,0,1.0,0.147,0,0.0,8,0,1,426.118896484375,1,H3
Chair will be appointed by the Board of the Ontario Library Association.,9.960000038146973,0,0,1.0,0.157,0,0.0,72,0,0,449.2759094238281,1,Body
Role of the Chair:,9.960000038146973,0,0,1.0,0.157,0,0.0,18,0,0,474.4747009277344,1,Body
In addition to the characteristics for appointees (4.2) the role of the chair will be as a process agent,9.960000038146973,0,0,1.0,0.157,0,0.0,104,0,0,497.5121765136719,1,Body
"working with the selected consultant(s), OLA, and the Steering Committee to prepare the business",9.960000038146973,0,0,1.0,0.157,0,0.0,96,0,0,509.035888671875,1,Body
plan. The chair must be able to devote 5-8 days per month on activities related to the preparation of,9.960000038146973,0,0,1.0,0.157,0,0.0,101,0,0,520.5595703125,1,Body
"the business plan, and communications to stakeholders, funders, and government.",9.960000038146973,0,0,1.0,0.157,0,0.0,79,0,0,532.0833129882812,1,Body
7. Meetings,9.960000038146973,1,0,1.0,0.147,0,0.0,11,0,1,554.8817749023438,1,H3
It is expected that in person meetings are held once per month and the majority of business will be,9.960000038146973,0,0,1.0,0.157,0,0.0,99,0,0,578.0387573242188,1,Body
"conducted by e-mail, and teleconference.",9.960000038146973,0,0,1.0,0.157,0,0.0,40,0,0,589.5625,1,Body
8. Lines of Accountability and Communication,9.960000038146973,1,0,1.0,0.147,0,0.0,44,0,1,612.3609008789062,1,H3
"8.1 The Steering Committee is accountable to the Province of Ontario, and to its business plan",9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,635.5179443359375,1,Body
funders.,9.960000038146973,0,0,1.0,0.215,0,0.0,8,0,0,647.0416259765625,1,Body
8.2 The role of the Ontario Library Association is to assume responsibility for  funds contributed by the,9.960000038146973,0,0,1.0,0.157,0,0.0,105,0,1,670.0791015625,1,Body
"ODL funders to finance the business plan, to hold the funds in a separate account, and",9.960000038146973,0,0,1.0,0.215,0,0.0,86,0,0,681.4832763671875,1,Body
disperse them for purposes as  directed by the Steering Committee. OLA will provide,9.960000038146973,0,0,1.0,0.215,0,0.0,83,0,0,693.0070190429688,1,Body
financial reports to the Steering Committee as requested and shall comply with all,9.960000038146973,0,0,1.0,0.215,0,0.0,82,0,0,704.53076171875,1,Body
government reporting regulations for funds received.,9.960000038146973,0,0,1.0,0.215,0,0.0,52,0,0,716.054443359375,1,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
March 2003,7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
12,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
12,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
12,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
12,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
8.3 The Steering Committee is accountable to its constituent groups and other stakeholders for,9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,92.78363037109375,1,Body
ongoing communications and consultation on issues and progress.  The Steering committee,9.960000038146973,0,0,1.0,0.215,0,0.0,87,0,0,104.307373046875,1,Body
is responsible for strong liaison with government particularly the Chief Information Officer,9.960000038146973,0,0,1.0,0.215,0,0.0,92,0,0,115.7115478515625,1,Body
"Community Services Cluster, ADM’s and Deputy Ministers.",9.960000038146973,0,0,1.0,0.215,0,0.0,55,0,0,127.23529052734375,1,Body
9. Financial and Administrative Policies,9.960000038146973,1,0,1.0,0.147,0,0.0,40,0,1,150.15325927734375,1,H3
9.1 Service on the Steering Committee is non-remunerative,9.960000038146973,0,0,1.0,0.157,0,0.0,57,0,1,173.31024169921875,1,Body
9.2 Travel and meeting expenses for Steering Committee members are reimbursed according to the,9.960000038146973,0,0,1.0,0.157,0,0.0,94,0,1,184.71441650390625,1,Body
policies of the Ontario Library Association,9.960000038146973,0,0,1.0,0.215,0,0.0,43,0,0,196.2381591796875,1,Body
9.3 Conflict of Interest:,9.960000038146973,0,0,1.0,0.157,0,0.0,25,0,1,207.76190185546875,1,Body
The ODL Steering Committee will function according to standard conflict of interest guidelines,9.960000038146973,0,0,1.0,0.206,0,0.0,94,0,0,219.28564453125,1,Body
"ensuring that members,  their immediate family members, or their places of employment, will",9.960000038146973,0,0,1.0,0.206,0,0.0,91,0,0,230.80938720703125,1,Body
not benefit financially from the decisions  the Steering Committee might make. As a first,9.960000038146973,0,0,1.0,0.206,0,0.0,89,0,0,242.33306884765625,1,Body
"order of business, the Steering Committee will be expected to adopt a conflict of interest policy",9.960000038146973,0,0,1.0,0.206,0,0.0,97,0,0,253.73724365234375,1,Body
statement and procedural guidelines that will govern its work.,9.960000038146973,0,0,1.0,0.206,0,0.0,62,0,0,265.260986328125,1,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
March 2003,7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
13,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
13,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
13,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
13,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
Appendix C:,12.0,0,0,1.2,0.157,0,0.0,11,0,0,105.719970703125,1,Body
ODL’s Envisioned Electronic Resources,12.0,0,0,1.2,0.324,0,0.0,37,0,0,105.719970703125,1,Body
The purpose of the ODL is to provide equal access to information for all Ontario citizens through,9.960000038146973,0,0,1.0,0.157,0,0.0,97,0,0,145.919677734375,1,Body
collaboration and resource sharing. ODL will be a portal - capable of customization as,9.960000038146973,0,0,1.0,0.157,0,0.0,86,0,0,157.44342041015625,1,Body
"a home page for local libraries - to organized, comprehensive, authoritative and validated",9.960000038146973,0,0,1.0,0.157,0,0.0,90,0,0,168.9671630859375,1,Body
e-information resources to meet the needs of all Ontario citizens at all stages and in all aspects,9.960000038146973,0,0,1.0,0.157,0,0.0,98,0,0,180.371337890625,1,Body
"of their education, life and work. Some examples:",9.960000038146973,0,0,1.0,0.157,0,0.0,49,0,0,191.89508056640625,1,Body
1. Reference Resources,9.960000038146973,0,0,1.0,0.157,0,0.0,22,0,1,214.93255615234375,1,Body
"- directories: companies, associations, organizations, governments, educational institutions,",9.960000038146973,0,0,1.0,0.157,0,0.0,93,0,0,237.97003173828125,1,Body
etc. etc.,9.960000038146973,0,0,1.0,0.157,0,0.0,9,0,0,249.37420654296875,1,Body
"- almanacs, country information",9.960000038146973,0,0,1.0,0.157,0,0.0,31,0,0,260.89794921875,1,Body
"- dictionaries, thesauri, encyclopedias",9.960000038146973,0,0,1.0,0.157,0,0.0,39,0,0,272.42169189453125,1,Body
-consumer information,9.960000038146973,0,0,1.0,0.157,0,0.0,21,0,0,283.9454040527344,1,Body
"- phone books,",9.960000038146973,0,0,1.0,0.157,0,0.0,14,0,0,295.4691162109375,1,Body
"- travel guides, entertainment guides",9.960000038146973,0,0,1.0,0.157,0,0.0,37,0,0,306.8733215332031,1,Body
- weather information,9.960000038146973,0,0,1.0,0.157,0,0.0,21,0,0,318.39703369140625,1,Body
- media/newspapers,9.960000038146973,0,0,1.0,0.157,0,0.0,18,0,0,329.9207458496094,1,Body
"- leisure time, recreational activity guides",9.960000038146973,0,0,1.0,0.157,0,0.0,44,0,0,341.4444580078125,1,Body
- indexing and abstracting services,9.960000038146973,0,0,1.0,0.157,0,0.0,35,0,0,352.9681701660156,1,Body
"- currency converters,",9.960000038146973,0,0,1.0,0.157,0,0.0,22,0,0,364.49188232421875,1,Body
- virtual reference services,9.960000038146973,0,0,1.0,0.157,0,0.0,28,0,0,375.8960876464844,1,Body
-vocational/career information,9.960000038146973,0,0,1.0,0.157,0,0.0,30,0,0,387.4197998046875,1,Body
-internet search engines,9.960000038146973,0,0,1.0,0.157,0,0.0,24,0,0,398.9435119628906,1,Body
-current awareness services,9.960000038146973,0,0,1.0,0.157,0,0.0,27,0,0,410.46722412109375,1,Body
2. Subject Guides,9.960000038146973,0,0,1.0,0.157,0,0.0,17,0,1,433.50469970703125,1,Body
-arts and humanities,9.960000038146973,0,0,1.0,0.157,0,0.0,20,0,0,456.42266845703125,1,Body
- business and economics,9.960000038146973,0,0,1.0,0.157,0,0.0,24,0,0,467.9463806152344,1,Body
- education,9.960000038146973,0,0,1.0,0.157,0,0.0,11,0,0,479.4701232910156,1,Body
-recreation and sports,9.960000038146973,0,0,1.0,0.157,0,0.0,22,0,0,490.99383544921875,1,Body
"-entertainment - games, activities for kids",9.960000038146973,0,0,1.0,0.157,0,0.0,43,0,0,502.3980407714844,1,Body
-health information,9.960000038146973,0,0,1.0,0.157,0,0.0,19,0,0,513.9218139648438,1,Body
-science and technology,9.960000038146973,0,0,1.0,0.157,0,0.0,23,0,0,525.445556640625,1,Body
-social sciences,9.960000038146973,0,0,1.0,0.157,0,0.0,16,0,0,536.96923828125,1,Body
-society and culture,9.960000038146973,0,0,1.0,0.157,0,0.0,20,0,0,548.492919921875,1,Body
3. Educational tool-kits,9.960000038146973,0,0,1.0,0.157,0,0.0,24,0,1,571.410888671875,1,Body
"-guides to information gathering methodologies, information literacy",9.960000038146973,0,0,1.0,0.157,0,0.0,68,0,0,594.4483642578125,1,Body
-study guides,9.960000038146973,0,0,1.0,0.157,0,0.0,13,0,0,605.9720458984375,1,Body
-study skill development,9.960000038146973,0,0,1.0,0.157,0,0.0,24,0,0,617.4957885742188,1,Body
-web-based curricula,9.960000038146973,0,0,1.0,0.157,0,0.0,20,0,0,629.01953125,1,Body
-internet search guides,9.960000038146973,0,0,1.0,0.157,0,0.0,23,0,0,640.4237670898438,1,Body
"4. Journals, books, maps, music etc.",9.960000038146973,0,0,1.0,0.157,0,0.0,36,0,1,663.4612426757812,1,Body
RFP: To Develop the Ontario Digital Library Business Plan,7.559999942779541,1,1,0.76,0.147,0,0.0,57,0,0,740.8800048828125,1,Body
March 2003,7.559999942779541,1,1,0.76,0.485,1,0.0,10,0,0,740.8800048828125,1,Body
14,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
14,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
14,9.0,1,1,0.9,0.835,0,0.0,2,0,0,741.1229248046875,1,Body
14,9.0,1,1,0.9,0.835,0,0.0,2,0,0,740.8798828125,1,Body
Parsippany -Troy Hills STEM Pathways,28.00721549987793,1,0,2.8,0.206,0,0.0,36,0,0,58.375,1,Title
Mission Statement:,14.005849838256836,0,0,1.4,0.131,0,0.0,18,0,0,102.08380126953125,1,Body
To provide PTHSD high school students with the opportunity to,12.004799842834473,0,0,1.2,0.336,0,0.0,61,0,0,102.08380126953125,1,Body
"concentrate their studies, beyond those required in high school, in the areas of science,",12.004799842834473,0,0,1.2,0.131,0,0.0,89,0,0,117.75006103515625,1,Body
"technology, engineering, and mathematics, and expose students to relevant real world",12.004799842834473,0,0,1.2,0.131,0,0.0,84,0,0,132.0057373046875,1,Body
"experiences through project work, conferences and presentations to enhance their high school",12.004799842834473,0,0,1.2,0.131,0,0.0,92,0,0,146.26141357421875,1,Body
experience.,12.004799842834473,0,0,1.2,0.131,0,0.0,11,0,0,160.51708984375,1,Body
PATHWAY OPTIONS,15.308159828186035,0,0,1.53,0.392,0,0.0,15,1,0,452.80999755859375,1,H1
REGULAR PATHWAY,15.310199737548828,1,0,1.53,0.191,0,0.0,15,1,0,479.2372131347656,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,511.12921142578125,1,Body
4 credits of Math,11.007583618164062,0,0,1.1,0.162,0,0.0,17,0,0,511.12921142578125,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,524.63818359375,1,Body
4 credits of Science,11.007583618164062,0,0,1.1,0.162,0,0.0,20,0,0,524.63818359375,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,538.147216796875,1,Body
4 credits of STEM-designated electives,11.007583618164062,0,0,1.1,0.162,0,0.0,38,0,0,538.147216796875,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,551.65625,1,Body
Maintain an overall 2.85 GPA,11.007583618164062,0,0,1.1,0.162,0,0.0,28,0,0,551.65625,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,565.1652221679688,1,Body
Participate in a minimum of 3 STEM,11.007583618164062,0,0,1.1,0.162,0,0.0,34,0,0,565.1652221679688,1,Body
presentations/conferences each year,11.007583618164062,0,0,1.1,0.162,0,0.0,35,0,0,578.6741943359375,1,Body
with a required minimum total of 12,11.007583618164062,0,0,1.1,0.162,0,0.0,35,0,0,592.1832275390625,1,Body
presentations/conferences throughout,11.007583618164062,0,0,1.1,0.162,0,0.0,36,0,0,605.6922607421875,1,Body
the 4 years,11.007583618164062,0,0,1.1,0.162,0,0.0,11,0,0,619.2012329101562,1,Body
. *,11.007583618164062,1,0,1.1,0.251,0,0.0,3,0,0,619.201171875,1,Body
●,11.007583618164062,0,0,1.1,0.122,0,0.0,1,0,0,632.710205078125,1,Body
Join and actively participate in a,11.007583618164062,0,0,1.1,0.162,0,0.0,34,0,0,632.710205078125,1,Body
STEM-related extracurricular activity or,11.007583618164062,0,0,1.1,0.162,0,0.0,40,0,0,646.21923828125,1,Body
club every year of attendance. -,11.007583618164062,0,0,1.1,0.162,0,0.0,32,0,0,659.7282104492188,1,Body
DISTINCTION PATHWAY,15.310199737548828,1,0,1.53,0.575,0,0.0,19,1,0,479.2372131347656,1,Body
●,11.007583618164062,0,0,1.1,0.524,1,0.0,1,0,0,493.1178894042969,1,Body
4 credits of Math - At least one math,11.007583618164062,0,0,1.1,0.564,0,0.0,37,0,0,493.1178894042969,1,Body
course should be an AP Math class.,11.007583618164062,0,0,1.1,0.564,0,0.0,34,0,0,506.62689208984375,1,Body
